Gene,MinimumKaKs,MaximumKaKs,MeanKaKs,MedianKaKs,Function,COG,FunctionalClass
wcaL,0,0.086683328,0.038450538,0.035750667,putative colanic acid biosynthesis glycosyltransferase,COG0297,G
ilvC,0,0.086414998,0.017913987,0.013818384,ketol-acid reductoisomerase,NF,NA
yeiN,0,0.086381353,0.040673674,0.047139195,indigoidine synthase A like protein,COG2313,F
dcrB,0,0.086201447,0.025405194,0,periplasmic protein DcrB,NF,NA
ygiN,-384.4359854,0.08617408,-14.76206233,0,putative monooxygenase,NF,NA
fbaB,-300.2138221,0.085997475,-11.54086076,0,fructose-bisphosphate aldolase,NF,NA
mii,0,0.085783846,0.007297081,0,3-methylitaconate isomerase,NF,NA
prpD,0,0.08556204,0.027403195,0.019977403,2-methylcitrate dehydratase,NF,NA
yedA,0,0.085517167,0.012653203,0,putative DMT superfamily transporter inner membrane protein,COG5006,E
clpB,0,0.085104286,0.004941033,0,protein disaggregation chaperone,COG3829,KT
pncB,0,0.084623509,0.030695505,0.030468842,nicotinate phosphoribosyltransferase,NF,NA
eutL,0,0.08457143,0.025663441,0.015970207,ethanolamine utilization protein,COG4816,E
aroP,-1527.278021,0.084533052,-57.86066662,0.008138027,aromatic amino acid transport protein,COG0833,E
glgP,0,0.084529921,0.019619594,0.011144888,glycogen phosphorylase,NF,NA
ydbC,0,0.084527301,0.047020451,0.049032636,putative oxidoreductase,COG4989,R
osmC,0,0.084334324,0.009078194,0,peroxiredoxin (osmotically-inducible protein C),NF,NA
lipB,-418.270614,0.08423349,-10.33175047,0,lipoate-protein ligase B,NF,NA
hldE,0,0.084152788,0.004911385,0,bifunctional protein HldE [includes: D-beta-D-heptose 7-phosphate kinase; D-beta-D-heptose 1-phosphate adenosyltransferase],COG2870,M
dmsA_3,0,0.083979151,0.015823055,0.002576136,anaerobic dimethyl sulfoxide reductase chain A,COG3383,R
guaC,0,0.083945779,0.01350875,0,GMP reductase,NF,NA
argA,0,0.08391163,0.014517282,0,amino acid acetyltransferase,COG0548,E
rpsA,0,0.083826053,0.001858815,0,30S ribosomal protein S1,COG0283,F
hyaA,0,0.083442726,0.009875117,0,"hydrogenase 1, small subunit",COG1941,C
yeaL,0,0.08316209,0.00327573,0,inner membrane protein,NF,NA
group_5551,0,0.083087814,0.032064343,0.032647752,transcriptional regulator,COG3829,KT
ydaM,0,0.082992434,0.00867308,0,putative signaling protein,COG3706,TK
cysS,0,0.082972283,0.00797544,0,cysteinyl-tRNA synthetase,COG0215,J
hypE,0,0.082937497,0.044691058,0.051495404,hydrogenase isoenzymes formation protein,COG0309,O
icdA,0,0.082906038,0.003385284,0,isocitrate dehydrogenase,NF,NA
miaB,0,0.082901044,0.008367688,0,tRNA-i(6)A37 thiotransferase enzyme MiaB,NF,NA
btuR,0,0.082893556,0.038000139,0.041874193,"cob(I)yrinic acid a,c-diamide adenosyltransferase",COG3411,C
glcD,-465.6386667,0.082850044,-12.07435384,0.018027086,glycolate oxidase subunit,COG0247,C
malF,0,0.082753768,0.02735354,0.026015683,maltose transporter membrane protein,COG4209,G
drrA,0,0.0827516,0.013119454,0,ABC transporter ATP-binding protein,COG4555,CP
osmY_2,0,0.082712215,0.011086537,0,periplasmic protein,COG2823,S
gdhA,0,0.082458673,0.014703468,0.016639458,NADP-specific glutamate dehydrogenase,NF,NA
mqo,-473.2565305,0.082429054,-39.41323655,0.017290058,malate:quinone oxidoreductase,NF,NA
mgsA,0,0.082412194,0.016512924,0,methylglyoxal synthase,COG1803,G
nrdD,0,0.082386499,0.013428126,0.009339135,anaerobic ribonucleoside-triphosphate reductase,NF,NA
cysP,0,0.082262185,0.042514445,0.043877446,"thiosulfate ABC transporter, substrate-binding protein",COG4150,P
gatR,-901.1691889,0.082098067,-9.379361905,0,galactitol utilization operon repressor,COG3444,G
rcsB,0,0.082068578,0.001000836,0,transcriptional regulator RcsB,COG4566,TK
copA,0.019876584,0.081981164,0.051496363,0.054179651,copper-transporting P-type ATPase,COG4633,R
metB,0,0.081708856,0.026386749,0.026932046,cystathionine gamma-synthase,COG0276,H
lpxC,0,0.081651801,0.005022025,0,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,NF,NA
cysL,0,0.081541107,0.011031106,0,LysR family transcriptional regulator,COG3638,P
pyrB,-1339.0414,0.081457006,-33.46772255,0,aspartate carbamoyltransferase,COG0540,F
rdgC,0,0.081244076,0.011406068,0,exonuclease RdgC,NF,NA
araC,0,0.081061551,0.011750645,0,DNA-binding transcriptional regulator AraC,COG2169,L
group_23976,0,0.081023017,0.037643028,0.038366727,putative permease,NF,NA
uup,0,0.081013872,0.022856895,0.019335392,ABC transporter ATP-binding protein,COG2909,K
ndk,0,0.080782963,0.013663911,0,nucleoside diphosphate kinase,COG0105,F
yqiB,0,0.080690299,0.001467096,0,putative dehydrogenase,COG3151,S
ypdA,0,0.080657191,0.006826061,0,two-component system sensor kinase,COG2972,T
mukF,0,0.080400149,0.013179049,0,chromosome partition protein,NF,NA
artM_1,0,0.080229011,0.019689815,0.020299698,"putative cystine ABC-transporter, ATP-binding protein",COG4598,E
livJ,0,0.080199801,0.011881347,0.007753022,Leu/Ile/Val-binding protein precursor,NF,NA
mltA,0,0.080047277,0.01062307,0,membrane-bound lytic murein transglycosylase A,NF,NA
thrB,0,0.079919893,0.019583011,0.020372865,homoserine kinase,COG1685,E
ybbY,0,0.079596071,0.029001339,0.032335828,putative permease,NF,NA
ygiE,0,0.079509295,0.001698816,0,zinc transporter ZupT,NF,NA
ftsN,0,0.079310213,0.023676894,0.027544066,cell division protein,COG3147,D
ybeL,0,0.079304758,0.001948073,0,putative alpha helical protein,NF,NA
tauA,0,0.079218827,0.035233609,0.035200652,taurine transporter substrate binding subunit,COG4521,P
tusA,0,0.078712072,0.013096889,0,sulfurtransferase (tRNA 2-thiouridine synthesizin protein A),COG2210,C
prmB,0,0.078627862,0.030855022,0.038523003,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase,COG2890,J
yigM,0,0.078402317,0.013213941,0,membrane protein YigM,COG5006,E
paaE,-367.5267475,0.078177655,-12.64137329,0.031630759,beta-ketoadipyl CoA thiolase,COG2050,Q
nfi,0,0.078151591,0.020803288,0,endonuclease V,NF,NA
mazG,-248.1814393,0.078118824,-14.9354142,0,nucleoside triphosphate pyrophosphohydrolase,NF,NA
ybjM,0,0.07797612,0.013291724,0,inner membrane protein YbjM,NF,NA
xylR,0,0.077828877,0.004298142,0,DNA-binding transcriptional activator,COG2169,L
yfcA,0,0.077419373,0.013967426,0,inner membrane protein,NF,NA
znuB,0,0.077362534,0.036499215,0.040873978,high-affinity zinc uptake system membrane protein,NF,NA
cvrA,0,0.077308398,0.016071955,0,cell volume regulation protein A,COG3263,CP
ybaT,0,0.077188516,0.016677746,0,putative amino acid permease,NF,NA
rbsC_2,0,0.077127554,0.004564644,0,high-affinity ribose transport system permease protein RbsC,COG4158,R
murC,0,0.077078388,0.016095266,0.01172187,UDP-N-acetylmuramate:alanine ligase,COG0285,H
rep,-694.9154333,0.076976059,-34.72679341,0.007130688,ATP-dependent DNA helicase,COG3972,L
group_3823,-447.5383356,0.076959876,-6.65088146,0.019722758,lipoprotein,NF,NA
yhiM,0,0.076803422,0.016043953,0.001530036,inner membrane protein,NF,NA
agp,0,0.076585907,0.01934072,0,glucose-1-phosphatase,NF,NA
rseA,0,0.076575959,0.008169942,0,sigma-E factor negative regulator,NF,NA
fhuD,0,0.076354014,0.041252163,0.041123979,iron-hydroxamate transporter substrate-binding subunit,COG4594,P
gyrA,-1748.904811,0.07632512,-22.68722892,0,DNA gyrase subunit A,COG0188,L
mukE,0,0.0762804,0.021774294,0,condesin subunit E,COG3095,D
thrS,0,0.076268789,0.026588162,0.029931741,threonine tRNA synthetase,COG0442,J
ttdT,0,0.076252944,0.008298712,0,putative tartrate carrier protein,NF,NA
marA,0,0.07612124,0.019069479,0,DNA-binding transcriptional activator MarA,COG3449,L
purP,0,0.075982518,0.017575815,0.009592751,putative permease,COG2252,F
ydeM,0,0.075976863,0.002110468,0,putative arylsulfatase-activating protein,COG5014,R
hyaE,-336.9507066,0.075875475,-58.39659928,0,hydrogenase-1 operon protein,NF,NA
murG,0,0.075717076,0.023466305,0.030965869,UDP-N-acetylglucosamine--N-acetylmuramyl-(penta pe ptide pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,COG4671,R
ubiB,0,0.07570568,0.020895476,0,ubiquinone biosynthesis protein,NF,NA
nikC,0,0.075637307,0.010469046,0,"nickel ABC transporter, permease protein",COG4171,V
pgm,0,0.075611129,0.022483864,0.023038321,phosphoglucomutase,NF,NA
cpxR,0,0.075445039,0.014970692,0,transcriptional regulatory protein CpxR,COG4565,KT
ycbW,0,0.075348167,0.016391854,0,protein,NF,NA
pflA,0,0.075332553,0.001937755,0,pyruvate formate lyase-activating enzyme 1,COG4001,S
yicC,0,0.075234105,0.013239877,0,putative alpha helix protein,NF,NA
nagE,0,0.075187875,0.020343717,0,N-acetylglucosamine-specific PTS system EIICBA components,NF,NA
yggN,-226.5559854,0.075016581,-2.484187822,0,protein,NF,NA
leuD,0,0.074422369,0.035532349,0.041124936,3-isopropylmalate dehydratase small subunit,COG0065,E
mdaB,0,0.074366046,0.007083875,0,modulator of drug activity B,COG2249,R
suhB,0,0.074173629,0.005541766,0,inositol-1-monophosphatase,NF,NA
eutH,0,0.07386276,0.02185421,0.012777315,putative ethanolamine transporter,NF,NA
narQ,0,0.073696465,0.022666277,0.022612701,nitrate/nitrite sensor protein NarQ,COG3850,T
gsp_2,0,0.073468915,0.013733072,0.009620892,bifunctional glutathionylspermidine synthetase/amidase [includes glutathionylspermidine synthase;glutathionylspermidine amidase],NF,NA
fryC,0,0.073364194,0.021915922,0.014748824,fructose-like specific PTS system EIIC component 1,NF,NA
fliY,0,0.073040756,0.020698702,0.021866128,cystine transporter subunit,COG3706,TK
group_23477,0,0.072935436,0.00516615,0,YecA family protein,COG3079,S
trpD,0,0.072819367,0.008197356,0.004193294,anthranilate synthase component II [includes: glutamine amidotransferase; anthranilate phosphoribosyltransferase],COG0135,E
rfaH,0,0.072433652,0.00963178,0,transcriptional activator,NF,NA
pepN,0,0.072388341,0.03180138,0.027925888,aminopeptidase N,NF,NA
nuoH,0,0.072346469,0.012130729,0,NADH dehydrogenase I subunit H,NF,NA
sodB,0,0.072164369,0.003689863,0,superoxide dismutase,NF,NA
corE,0,0.071894478,0.008625973,0,putative magnesium transport protein,COG4137,R
fepC,0,0.071879366,0.019075932,0.023580878,ferric enterobactin transport ATP-binding protein,COG4604,P
glgA,0,0.071863769,0.005456884,0,glycogen synthase,COG0297,G
yhhA,0,0.071857616,0.025164019,0.032108148,"conserved protein, DUF2756 family",NF,NA
ascD,0,0.071578317,0.011585552,0,putative ferredoxin,COG3217,R
panB,0,0.071549753,0.034241149,0.032890673,3-methyl-2-oxobutanoate hydroxymethyltransferase,COG0413,H
sstT,0,0.071479785,0.016161976,0,putative transport protein,NF,NA
ytfL,0,0.071464297,0.016585591,0.018049832,putative transporter,COG4536,P
potF_1,0.011714188,0.071458859,0.032506209,0.026631087,putrescine ABC transporter substrate-binding protein,COG4134,R
cysM,0,0.071453408,0.028449111,0.022914842,cysteine synthase B,COG0031,E
yqfA,0,0.071372875,0.012170912,0,hemolysin ( membrane protein),COG1272,U
cmk,0,0.071368818,0.005455521,0,cytidylate kinase,COG0283,F
gltA,0,0.071340611,0.008393997,0,citrate synthase,NF,NA
guaB,0,0.071335206,0.006466015,0,inosine 5'-monophosphate dehydrogenase,COG1304,CIR
rpsF,0,0.071079782,0.027569352,0,30S ribosomal protein S6,NF,NA
yfbU,0,0.070898174,0.00356735,0,YfbU family protein,NF,NA
oppC,0,0.0705674,0.014935701,0,oligopeptide ABC transporter permease,COG4171,V
iscU,0,0.070465021,0.002545614,0,NifU-like protein,NF,NA
gltS,-358.0231996,0.070354101,-8.117023797,0,sodium/glutamate symport carrier protein (glutamate permease),NF,NA
gltC_2,-1277.51186,0.07015434,-13.00956147,0.025353558,DNA-binding transcriptional regulator IlvY,NF,NA
amn,0,0.070088425,0.004639587,0,AMP nucleosidase,NF,NA
gnd,0,0.069965124,0.021925467,0.021106696,6-phosphogluconate dehydrogenase,COG3265,G
trkH2,0,0.069932487,0.012276146,0,trk system potassium uptake protein TrkH,NF,NA
tdcF,0,0.069899328,0.007549064,0,TdcF protein,NF,NA
yjiY,0,0.069835861,0.018949372,0.013225512,putative carbon starvation protein,COG1966,T
hisM,0,0.069804747,0.005433624,0,histidine transport system permease HisM,COG4597,E
malK,0,0.069661937,0.002777989,0,maltose/maltodextrin transporter ATP-binding protein,COG3842,E
glnS,0,0.069567914,0.013092019,0.01006092,glutaminyl-tRNA synthetase,COG0008,J
bioB,0,0.069502563,0.003794161,0,biotin synthetase,NF,NA
mutS,0,0.069466446,0.01575437,0.010589188,DNA mismatch repair protein MutS,COG0040,E
mlc,0.016359334,0.068991534,0.034885566,0.037161411,protein Mlc (making large colonies protein),COG2222,M
araF,0,0.068532722,0.016796897,0,L-arabinose-binding periplasmic protein,COG1879,G
pheS,0,0.068512432,0.02128494,0.022625822,phenylalanyl-tRNA synthetase subunit alpha,COG0016,J
pcm,0,0.068481608,0.004250279,0,protein-L-isoaspartate O-methyltransferase,COG2519,J
wcaJ,0,0.068443721,0.012703786,0.008948543,putative colanic biosynthesis UDP-glucose lipid carrier transferase,NF,NA
adhP,0,0.068347277,0.022299169,0.021772607,alcohol dehydrogenase,COG0115,EH
rnr,0,0.068346009,0.010065892,0.007208883,exoribonuclease R,COG4776,K
ybgI,0,0.068149475,0.005913895,0,hydrolase-oxidase,COG3323,S
engB,0,0.067998367,0.005319645,0,GTP-binding protein,COG3596,R
wza,0,0.067937047,0.004304393,0,putative polysaccharide export protein,NF,NA
narL,0,0.067893825,0.006627531,0,transcriptional regulator NarL,COG3850,T
group_23529,0,0.067889004,0.005054243,0,hypothetical protein,COG3150,R
dedA,0,0.067857861,0.030122236,0.020613265,inner membrane protein,NF,NA
phoE,0,0.067852032,0.019029499,0.015355316,outer membrane phosphoporin protein E,COG3203,M
tolA,0,0.067644913,0.013293889,0,cell envelope integrity inner membrane protein TolA,COG3064,M
aldB,0,0.067091128,0.0093666,0,lactaldehyde dehydrogenase,COG4230,E
nuoM,0,0.067001272,0.009992318,0,NADH dehydrogenase I subunit M,COG2111,P
frwC,-198.1734829,0.067000791,-2.231493803,0.023163108,fructose-like specific PTS system EIIC component 2,NF,NA
rffH,0,0.066975159,0.009616569,0,glucose-1-phosphate thymidylyltransferase,COG2266,H
ulaF,0,0.06694143,0.022262912,0.02062339,L-ribulose-5-phosphate 4-epimerase ulaF,COG0235,G
fixC,0,0.066923333,0.012081045,0,FAD-dependent oxidoreductase,COG3040,M
dnaE,0,0.066728593,0.017458585,0.014658398,DNA polymerase III subunit alpha,NF,NA
cbpM,0,0.066697311,0.012696464,0,chaperone-modulator protein,NF,NA
dpiA,0,0.06662042,0.009599311,0,two-component response regulator,COG4565,KT
ycjX,0,0.066616025,0.017892799,0.01422419,putative ATP-binding protein,COG3106,R
ndpA,0,0.066602386,0.016375355,0,nucleoid-associated protein,NF,NA
gldA_2,0,0.066115613,0.010767146,0,glycerol dehydrogenase,COG0371,C
gsiC,-1040.31356,0.066042114,-10.72157099,0,ABC transporter permease,NF,NA
rob,0,0.065687954,0.006048561,0,right origin-binding protein,COG3449,L
rpe,0,0.065624669,0.001582987,0,ribulose-phosphate 3-epimerase,COG0036,G
yidA,0,0.06524313,0.007120487,0,putative phosphatase,COG3769,G
cysQ,0,0.0651534,0.003678718,0,cysQ protein,NF,NA
yaiE,0,0.064832163,0.004611099,0,"conserved protein, UPF0345 family",COG3123,S
treB,0,0.064758471,0.023849964,0.023786616,trehalose-specific PTS system EIIBC component,NF,NA
ugpB,0,0.064545902,0.028112975,0.02844157,"glycerol-3-phosphate ABC transporter, substrate-binding protein",COG2182,G
group_23400,0,0.064436011,0.009152718,0,putative endonuclease/exonuclease/phosphatase,COG3021,R
sdcS,0,0.064324078,0.006849069,0,putative transporter,COG3273,S
cyoB,0,0.064247722,0.00316128,0,cytochrome o ubiquinol oxidase subunit I,NF,NA
trpB,0,0.064236182,0.013389052,0.015035314,tryptophan synthase,COG0159,E
ugpE,0,0.064099182,0.019328131,0.020414174,"sn-Glycerol-3-phosphate ABC transporter, permease protein",COG3833,G
yccK,0,0.064069181,0.00694739,0,Sulfurtransferase tusE,NF,NA
gltX,0,0.063976548,0.01752673,0.024365857,glutamyl-tRNA synthetase,COG0008,J
nuoN,0,0.063965739,0.007158879,0,NADH-quinone oxidoreductase subunit N,COG2111,P
ftsZ,0,0.063952229,0.00588667,0,cell division protein FtsZ,COG0206,D
lepB,0,0.063822723,0.006604709,0,signal peptidase I,COG4959,OU
caiA_2,-330.0245756,0.063759947,-3.171524355,0,crotonobetainyl-CoA dehydrogenase,COG1773,C
sthA,0,0.063731004,0.008595537,0,soluble pyridine nucleotide transhydrogenase,COG2210,C
rhtC_2,0,0.063600726,0.023004859,0.026334821,threonine efflux protein,NF,NA
ybhK,0,0.063518299,0.018885206,0.015805902,transferase with NAD(P)-binding Rossmann-fold domain; UPF0052 family,NF,NA
uhpB,0,0.063212991,0.015963959,0,sensory histidine kinase UhpB,COG4564,T
group_22676,0,0.063157368,0.002640899,0,transporter YfdV,NF,NA
yjbR_1,0,0.063098488,0.007192717,0,putative cytoplasmic protein YjbR,COG2315,K
paaK,0,0.063095125,0.014267366,0.015591588,phenylacetyl-CoA ligase,NF,NA
yegP,0,0.062940593,0.008991513,0,protein,COG3422,S
sms,0,0.062895415,0.002072536,0,DNA repair protein RadA,COG0467,T
gntT,0,0.062756261,0.003750876,0,"gluconate transporter, high-affinity GNT I system",COG2610,GR
fepD,0,0.062617182,0.017070722,0.011626747,iron-enterobactin transporter membrane protein,COG0609,P
ybhL,0,0.062581488,0.004639315,0,inner membrane protein,NF,NA
group_7058,0,0.062382261,0.000742646,0,entericidin B,COG5510,S
gudD,0,0.062325647,0.027156748,0.029758887,glucarate dehydratase,COG4948,MR
fliQ,0,0.06231721,0.004161997,0,flagellar biosynthesis protein FliQ,COG4794,U
glgS,0,0.062300544,0.019705032,0.022604493,glycogen synthesis protein GlgS,NF,NA
serA,0,0.062173366,0.00384026,0,D-3-phosphoglycerate dehydrogenase,COG1932,HE
pitB,0,0.062057018,0.002678401,0,low-affinity inorganic phosphate transporter 2,NF,NA
group_23315,0,0.062003596,0.001945628,0,putative acetyltransferase,COG3153,R
group_3452,0,0.061950928,0.021682825,0,AraC family transcriptional regulator,COG2169,L
tdh_1,0,0.061921269,0.018748946,0,zinc-type alcohol dehydrogenase-like protein YdjL,NF,NA
glk,0,0.061884221,0.019482458,0.017687537,glucokinase,COG0837,G
gntR,0,0.061860449,0.025933476,0.031047025,gluconate utilization system GNT-I transcriptional repressor,COG1879,G
map,0,0.06165487,0.002855271,0,methionine aminopeptidase,COG0006,E
artI,0,0.061462778,0.012444226,0.014478254,"arginine ABC transporter, substrate-binding protein",COG3706,TK
dadA,0,0.061335205,0.006861126,0,D-amino acid dehydrogenase small subunit,COG0404,E
yciX_1,-25.82930716,0.061333376,-1.840569556,0,small predicted membrane protein,NF,NA
ribC,0,0.061120261,0.00452544,0,riboflavin synthase subunit alpha,NF,NA
nupX,0,0.060961331,0.026076483,0.027380374,putative nucleoside transporter,NF,NA
dapF,0,0.060909703,0.003624784,0,diaminopimelate epimerase,COG0253,E
tldD,0,0.060881557,0.003861433,0,TldD protein,COG0312,R
dnaC,0,0.060781215,0.001035195,0,DNA replication protein,COG1484,L
yhbJ,0,0.060536106,0.000576534,0,putative ATPase,COG1660,T
orn,0,0.060496022,0.004890901,0,oligoribonuclease,NF,NA
yqjD,0,0.060485282,0.004086843,0,membrane-anchored ribosome-binding protein,NF,NA
ccmC,0,0.060207305,0.00118281,0,Heme exporter protein C,NF,NA
dnaB,0,0.060169492,0.012414287,0,replicative DNA helicase,COG0305,L
cusR,0,0.059986948,0.011982735,0.005145557,two-component system response regulator,COG4565,KT
tdcC,0,0.059963961,0.024910457,0.031898854,threonine/serine transporter,NF,NA
rfaD,0,0.059594237,0.01641108,0.013449151,ADP-glyceromanno-heptose 6-epimerase RfaD,COG3307,M
group_22638,0,0.059401631,0.007048997,0,putative peptidase,COG4783,R
sirB1,0,0.059354488,0.008628114,0,protein SirB1,NF,NA
cysK,0,0.059193465,0.0014041,0,cysteine synthase A,COG0031,E
citF,0,0.05888684,0.00899819,0,citrate lyase subunit alpha,NF,NA
ttdA,0,0.058779051,0.010381146,0,L-tartrate dehydratase subunit alpha,COG1951,C
clpA,0,0.058770172,0.005060706,0,ATP-dependent Clp protease ATP-binding subunit,COG3899,R
yiaV_2,0,0.058523954,0.008195343,0,HlyD-family secretion protein,NF,NA
thiJ,0,0.058488143,0.014430875,0,DJ-1 family protein,COG4289,S
dppD,0,0.058322505,0.013305853,0,dipeptide ABC transporter ATP-binding protein,COG4608,E
gor,0,0.058290117,0.018219814,0.021121971,glutathione reductase,COG2210,C
glnB,0,0.058237936,0.007027629,0,nitrogen regulatory protein P-II 1,NF,NA
ygeW,0,0.058209294,0.012957147,0.010836341,putative aspartate/ornithine carbamoyltransferase,COG0078,E
yjcD_1,0,0.05808437,0.007593878,0,putative permease,COG2252,F
ycbG,0,0.058054374,0.016420212,0,putative dehydrogenase,COG3120,L
cstA,-354.8476885,0.05799462,-4.259822164,0.013119871,carbon starvation protein A,COG1966,T
ygfU,0,0.057780218,0.00648557,0,purine permease ygfU,NF,NA
gcvT,0,0.057595252,0.016619501,0,aminomethyltransferase (glycine cleavage system protein),COG0404,E
yehT,0,0.05742517,0.008473963,0,two-component response-regulatory protein YehT,COG3279,KT
tig,0,0.057422481,0.006669059,0,trigger factor,COG0544,O
napC,0,0.057134748,0.001190307,0,cytochrome C-type protein,NF,NA
group_7135,0,0.057110753,0.021001468,0.027416549,nucleotide di-P-sugar epimerase or dehydratase,COG2910,R
xerD_1,0,0.056938146,0.004470527,0,tyrosine recombinase,COG4974,L
group_23920,0,0.056844253,0.005843364,0,putative transporter,NF,NA
cysG,0,0.056663818,0.006695154,0,siroheme synthase [includes: uroporphyrinogen-III C-methyltransferase; precorrin-2 dehydrogenase;sirohydrochlorin ferrochelatase],COG0007,H
potG,-1340.616984,0.056627857,-13.38263478,0.021827893,putrescine ABC transporter ATP-binding protein,COG3842,E
nrdB,0,0.056569834,0.006084167,0,ribonucleotide-diphosphate reductase subunit beta,COG0208,F
pal,0,0.056531312,0.029526989,0.039062388,peptidoglycan-associated outer membrane lipoprotein,COG2885,M
cysD,0,0.056485138,0.016210756,0.018364085,sulfate adenylyltransferase,COG5270,J
gltL,0,0.056064318,0.00640527,0,glutamate/aspartate ABC transporter ATP-binding protein,COG4598,E
artJ,0,0.05596998,0.009038443,0,arginine/ornithine ABC transporter substrate-binding protein,COG3706,TK
cysU,0,0.055921843,0.009810911,0,sulfate,COG4208,P
yjgA,0,0.055911668,0.006029224,0,putative alpha helix protein,NF,NA
creA,0,0.055901257,0.002394521,0,CreA protein,COG3045,T
metL,0,0.055846583,0.007137437,0,bifunctional aspartokinase/homoserine dehydrogenase II],COG0460,E
nagB_1,0,0.055783482,0.001990939,0,glucosamine-6-phosphate isomerase,NF,NA
yhbO,0,0.055678282,0.008209234,0,putative general stress protein,NF,NA
fimA_1,0,0.055672224,0.018015633,0,fimbrial protein,COG3539,N
yeiP,0,0.055441947,0.000955896,0,Elongation factor P-like protein,NF,NA
hybB,0,0.05542958,0.012645242,0.01717807,Ni/Fe-hydrogenase 2 b-type cytochrome subunit,NF,NA
ybjQ,0,0.055152162,0.009656263,0.007246002,"conserved protein, UPF0145 family",NF,NA
hisQ,0,0.055134741,0.008683237,0,histidine ABC transporter permease,COG4597,E
ygdD,0,0.055086639,0.000706239,0,inner membrane protein YgdD,NF,NA
degS,0,0.054861656,0.013220115,0,protease,COG3975,R
glpK,0,0.054803079,0.003461807,0,glycerol kinase,COG0036,G
znuC,0,0.054790324,0.007907692,0,high-affinity zinc transporter ATPase,COG3842,E
groL,0,0.054700746,0.001032046,0,chaperonin Cpn60,NF,NA
mlaD,0,0.054692419,0.001031932,0,phospholipid ABC transporter substrate-binding protein,NF,NA
yhbU_1,0,0.05462102,0.021672406,0.021478716,putative protease,COG0826,O
tnaA,-1745.06444,0.054599148,-17.10321538,0,tryptophanase,NF,NA
potD,0,0.054528076,0.011153655,0.011724237,spermidine/putrescine ABC transporter substrate-binding protein,COG4134,R
narY,0,0.054484974,0.002722788,0,respiratory nitrate reductase 2 subunit beta,NF,NA
nuoJ,0,0.054449986,0.004285526,0,NADH-quinone oxidoreductase chain J,NF,NA
astD,0,0.054435124,0.006886274,0,N-succinylglutamate 5-semialdehyde dehydrogenase,COG4230,E
polA,-3958.464219,0.054395974,-35.64269504,0.020925173,DNA polymerase I,COG0749,L
artM_2,0,0.05433649,0.005379403,0,arginine ABC transporter permease,COG4597,E
zntR,0,0.054135829,0.009708415,0,putative Zn(II)-responsive regulator,COG4978,T
menB,0,0.054132881,0.009258968,0,naphthoate synthase MenB,NF,NA
mrdA,0,0.05410405,0.001516936,0,penicillin-binding protein 2,COG5009,M
group_23054,0,0.054091859,0.000525164,0,membrane protein YggT,NF,NA
dapE,0,0.054016122,0.011735725,0.010468095,succinyl-diaminopimelate desuccinylase,COG1473,R
rutR,0,0.054000874,0.008215684,0,TetR family transcriptional regulator,NF,NA
trmE,0,0.05380976,0.012233166,0.009450645,tRNA modification GTPase TrmE,COG3596,R
metI,0,0.053591139,0.009571052,0,D-methionine ABC transporter permease,COG3639,P
tolQ,0,0.053552357,0.009048909,0,colicin import protein,COG5306,S
hycG,0,0.053468723,0.01351966,0.008771296,formate hydrogenlyase subunit 7,COG3260,C
group_23099,0,0.053433588,0.014155773,0.006932221,putative outer membrane protein assembly factor,COG4775,M
group_4460,0,0.053360147,0.009544948,0.001781094,Smr protein/MutS2,NF,NA
gltJ,0,0.053318378,0.017932977,0.015599237,glutamate/aspartate transport system permease,COG4597,E
sdhA,0,0.053270794,0.003845053,0,succinate dehydrogenase flavoprotein subunit,COG0029,H
elaB,0,0.05305167,0.000899181,0,regulatory protein AmpE,NF,NA
cyoE,0,0.052945682,0.014150331,0.015018503,protoheme IX farnesyltransferase,COG0109,HI
tktA,0,0.052927823,0.008246342,0,transketolase,COG0021,G
fliP,0,0.052926921,0.003290431,0,flagellar biosynthetic protein FliP,COG4790,U
ppx,0,0.052738094,0.003435519,0,exopolyphosphatase,NF,NA
viaA,-489.3454725,0.052724058,-14.37866659,0.015758374,protein ViaA (VWA domain protein interacting with AAA ATPase),NF,NA
fabB,0,0.052720151,0.003972836,0,3-oxoacyl-ACP synthase,COG4981,I
infB,0,0.052719044,0.005620356,0,translation initiation factor IF2-alpha,COG0073,J
evgA,0,0.052429698,0.001401742,0,DNA-binding transcriptional activator EvgA,COG4566,TK
cycA,-1455.303362,0.052329789,-41.17112638,0.0102098,D-serine/D-alanine/glycine transporter,COG0833,E
amiC,0,0.052217345,0.003563533,0,N-acetylmuramoyl-L-alanine amidase,NF,NA
yehL,0,0.052131753,0.008761076,0,ATPase,COG1239,H
puuE,0,0.052109433,0.01032456,0.002892359,4-aminobutyrate aminotransferase,COG0160,E
exbB,0,0.052068327,0.002701917,0,biopolymer transport protein,COG5306,S
puuP,0.014196896,0.051654138,0.026592872,0.025600426,putrescine importer,COG0833,E
adk,0,0.051572275,0.015150617,0,adenylate kinase,NF,NA
trxC,0,0.051504463,0.006754684,0,thioredoxin 2,COG3148,S
dgoR,0,0.051430037,0.003480666,0,galactonate operon transcriptional repressor,COG1802,K
yaeH,0,0.051415322,0.005310226,0,putative structural protein,NF,NA
